country; region; city; latitude; longitude; browser; brow_vers; os_family; os_version; device_name
Russian Federation; Tverskaya oblast' ; Tver'; 56.861938; 35.893059; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Tver'; 56.861938; 35.893059; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Kimry; 56.866669; 37.349998; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Smolenskaya oblast' ; Smolensk; 54.781799; 32.0401; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Krasnodarskiy kray ; Krasnodar; 45.048801; 38.9725; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Olenino; 56.209171; 33.48888; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Tver'; 56.861938; 35.893059; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Vladimirskaya oblast' ; Mezinovskiy; 55.5042; 40.359322; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Ryazanskaya oblast' ; Aleksandro-Nevskiy; 53.475101; 40.209499; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Tver'; 56.861938; 35.893059; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Olenino; 56.209171; 33.48888; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Lipetskaya oblast' ; Lipetsk; 52.603111; 39.570759; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome Mobile WebView; 67.0.3396; Android; 8; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Olenino; 56.209171; 33.48888; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Tver'; 56.861938; 35.893059; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Vladimirskaya oblast' ; Mezinovskiy; 55.5042; 40.359322; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Olenino; 56.209171; 33.48888; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Tver'; 56.861938; 35.893059; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Podol'sk; 55.424179; 37.554722; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Smolenskaya oblast' ; Smolensk; 54.781799; 32.0401; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Olenino; 56.209171; 33.48888; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Volgogradskaya oblast' ; Novoanninskiy; 50.528702; 42.674702; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Tver'; 56.861938; 35.893059; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Rzhev; 56.262409; 34.328171; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Kimry; 56.866669; 37.349998; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Olenino; 56.209171; 33.48888; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Krasnaya Poyma; 55.001381; 39.079971; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Tverskaya oblast' ; Olenino; 56.209171; 33.48888; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Ryazanskaya oblast' ; Aleksandro-Nevskiy; 53.475101; 40.209499; Chrome Mobile WebView; 66.0.3359; Android; 8; Generic Smartphone Generic
Russian Federation; Volgogradskaya oblast' ; Volgograd; 48.719391; 44.501839; Chrome Mobile WebView; 67.0.3396; Android; 5; Asus T00J Asus
Russian Federation; Rostovskaya oblast' ; Taganrog; 47.236172; 38.896881; Chrome Mobile WebView; 67.0.3396; Android; 5; Asus T00J Asus
Russian Federation; Rostovskaya oblast' ; Taganrog; 47.236172; 38.896881; Chrome Mobile WebView; 67.0.3396; Android; 5; Asus T00J Asus
Russian Federation; Volgogradskaya oblast' ; Volgograd; 48.719391; 44.501839; Chrome Mobile WebView; 67.0.3396; Android; 5; Asus T00J Asus
Russian Federation; Volgogradskaya oblast' ; Volgograd; 48.719391; 44.501839; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Stavropol'skiy kray ; Stavropol'; 45.042801; 41.9734; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Stavropol'skiy kray ; Gofitskoye; 45.07917; 43.046391; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Volgogradskaya oblast' ; Volgograd; 48.719391; 44.501839; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Krasnodarskiy kray ; Novorossiysk; 44.724388; 37.767521; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Kirovskaya oblast' ; Kirov; 58.596649; 49.660069; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Samarskaya oblast' ; Samara; 53.200001; 50.150002; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Saratovskaya oblast' ; Khvalynsk; 52.490601; 48.105801; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Kirovskaya oblast' ; Kirov; 58.596649; 49.660069; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Stavropol'skiy kray ; Stavropol'; 45.042801; 41.9734; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Rostovskaya oblast' ; Taganrog; 47.236172; 38.896881; Chrome Mobile WebView; 66.0.3359; Android; 5; Asus T00J Asus
Russian Federation; Volgogradskaya oblast' ; Volgograd; 48.719391; 44.501839; Chrome Mobile WebView; 65.0.3325; Android; 5; Asus T00J Asus
Russian Federation; Vologodskaya oblast' ; Cherepovets; 59.133331; 37.900002; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Smolenskaya oblast' ; Yel'nya; 54.57864; 33.183731; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Arkhangel'skaya oblast' ; Kotlas; 61.25745; 46.649632; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Arkhangel'skaya oblast' ; Kotlas; 61.25745; 46.649632; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Arkhangel'skaya oblast' ; Kotlas; 61.25745; 46.649632; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Novgorodskaya oblast' ; Borovichi; 58.387779; 33.915459; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Leningradskaya oblast' ; Murino; 60.049438; 30.445869; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Novgorodskaya oblast' ; Borovichi; 58.387779; 33.915459; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Arkhangel'skaya oblast' ; Koryazhma; 61.314331; 47.16914; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Vologodskaya oblast' ; Cherepovets; 59.133331; 37.900002; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Arkhangel'skaya oblast' ; Koryazhma; 61.314331; 47.16914; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Arkhangel'skaya oblast' ; Koryazhma; 61.314331; 47.16914; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Leningradskaya oblast' ; Murino; 60.049438; 30.445869; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Novgorodskaya oblast' ; Velikiy Novgorod; 58.51667; 31.283331; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Arkhangel'skaya oblast' ; Kotlas; 61.25745; 46.649632; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Sankt-Peterburg ; Saint Petersburg; 59.89444; 30.26417; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Vologodskaya oblast' ; Cherepovets; 59.133331; 37.900002; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Arkhangel'skaya oblast' ; Koryazhma; 61.314331; 47.16914; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Arkhangel'skaya oblast' ; Koryazhma; 61.314331; 47.16914; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome; 62.0.3202; Windows; 10; ---
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome; 62.0.3202; Windows; 10; ---
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome; 65.0.3325; Windows; 10; ---
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome; 65.0.3325; Windows; 10; ---
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome; 65.0.3325; Windows; 10; ---
Russian Federation; Moskovskaya oblast' ; Krasnoznamensk; 55.599442; 37.038609; Chrome Mobile WebView; 44.0.2403; Android; 6; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Krasnoznamensk; 55.599442; 37.038609; Chrome Mobile WebView; 44.0.2403; Android; 6; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Krasnoznamensk; 55.599442; 37.038609; Chrome Mobile WebView; 44.0.2403; Android; 6; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome Mobile WebView; 44.0.2403; Android; 6; Generic Smartphone Generic
Russian Federation; Moskovskaya oblast' ; Dolgoprudnyy; 55.90411; 37.560638; Chrome Mobile WebView; 44.0.2403; Android; 6; Generic Smartphone Generic
Russian Federation; Tyumenskaya oblast' ; Tyumen'; 57.152222; 65.527222; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Tyumenskaya oblast' ; Tyumen'; 57.152222; 65.527222; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Khanty-Mansiyskiy avtonomnyy okrug ; Surgut; 61.25; 73.416672; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Khanty-Mansiyskiy avtonomnyy okrug ; Surgut; 61.25; 73.416672; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Permskiy kray ; Berezniki; 59.415192; 56.81237; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Kurganskaya oblast' ; Petukhovo; 55.069172; 67.901939; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Kurganskaya oblast' ; Kurgan; 55.450001; 65.333328; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Permskiy kray ; Berezniki; 59.415192; 56.81237; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Khanty-Mansiyskiy avtonomnyy okrug ; Surgut; 61.25; 73.416672; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Khanty-Mansiyskiy avtonomnyy okrug ; Surgut; 61.25; 73.416672; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Tyumenskaya oblast' ; Ishim; 56.112808; 69.49015; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Khanty-Mansiyskiy avtonomnyy okrug ; Surgut; 61.25; 73.416672; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Chelyabinskaya oblast' ; Kusa; 55.338329; 59.440559; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Permskiy kray ; Berezniki; 59.415192; 56.81237; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Permskiy kray ; Berezniki; 59.415192; 56.81237; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Yamalo-Nenetskiy avtonomnyy okrug ; Mys-Kamennyy; 68.459717; 73.590279; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Yamalo-Nenetskiy avtonomnyy okrug ; Tazovsky; 67.466667; 78.699997; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Kurganskaya oblast' ; Kurgan; 55.450001; 65.333328; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Khanty-Mansiyskiy avtonomnyy okrug ; Surgut; 61.25; 73.416672; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Permskiy kray ; Perm; 58.01741; 56.285519; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Kurganskaya oblast' ; Kurgan; 55.450001; 65.333328; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Khanty-Mansiyskiy avtonomnyy okrug ; Surgut; 61.25; 73.416672; Mobile Safari UI/WKWebView; ; iOS; 10; iPhone Apple
Russian Federation; Mordoviya  Respublika ; Saransk; 54.1838; 45.1749; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Nizhegorodskaya oblast' ; Bogorodsk; 56.103329; 43.515831; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Samarskaya oblast' ; Bezenchuk; 52.981998; 49.4333; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Mordoviya  Respublika ; Saransk; 54.1838; 45.1749; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Moskovskaya oblast' ; Podol'sk; 55.424179; 37.554722; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Mordoviya  Respublika ; Saransk; 54.1838; 45.1749; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Volgogradskaya oblast' ; Volgograd; 48.719391; 44.501839; Chrome Mobile WebView; 66.0.3359; Android; 7; Generic Smartphone Generic
Russian Federation; Volgogradskaya oblast' ; Volgograd; 48.719391; 44.501839; Chrome Mobile WebView; 66.0.3359; Android; 7; Generic Smartphone Generic
Russian Federation; Volgogradskaya oblast' ; Volgograd; 48.719391; 44.501839; Chrome Mobile WebView; 66.0.3359; Android; 7; Generic Smartphone Generic
Russian Federation; Volgogradskaya oblast' ; Volgograd; 48.719391; 44.501839; Chrome Mobile WebView; 66.0.3359; Android; 7; Generic Smartphone Generic
Russian Federation; Volgogradskaya oblast' ; Volgograd; 48.719391; 44.501839; Chrome Mobile WebView; 65.0.3325; Android; 7; Generic Smartphone Generic
Russian Federation; Permskiy kray ; Solikamsk; 59.61956; 56.772888; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Tyumenskaya oblast' ; Tyumen'; 57.152222; 65.527222; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Permskiy kray ; Perm; 58.01741; 56.285519; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Permskiy kray ; Chusovoy; 58.3013; 57.813099; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Permskiy kray ; Kondratovo; 57.981392; 56.10833; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Permskiy kray ; Kondratovo; 57.981392; 56.10833; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Tyumenskaya oblast' ; Tyumen'; 57.152222; 65.527222; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Stavropol'skiy kray ; Gofitskoye; 45.07917; 43.046391; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Rostovskaya oblast' ; Taganrog; 47.236172; 38.896881; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Rostovskaya oblast' ; Taganrog; 47.236172; 38.896881; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Rostovskaya oblast' ; Taganrog; 47.236172; 38.896881; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Stavropol'skiy kray ; Gofitskoye; 45.07917; 43.046391; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Krasnodarskiy kray ; Krasnaya Polyana; 43.67952; 40.204029; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Krasnodarskiy kray ; Novorossiysk; 44.724388; 37.767521; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Permskiy kray ; Kondratovo; 57.981392; 56.10833; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
Russian Federation; Yamalo-Nenetskiy avtonomnyy okrug ; Mys-Kamennyy; 68.459717; 73.590279; Mobile Safari UI/WKWebView; ; iOS; 11; iPhone Apple
